State Code,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
IA,No,Basic,College,Medical Leave,F,Suburban,Married,0,5,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
IA,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,1,6,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,College,Employed,M,Rural,Married,2,1,Special Auto,Special L3,Hail,Branch,SUV,Medsize
MO,No,Basic,College,Medical Leave,M,Suburban,Married,0,1,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Medsize
NE,No,Basic,Master,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Small
KS,No,Basic,High School or Below,Employed,M,Urban,Divorced,0,2,Personal Auto,Personal L2,Collision,Call Center,Four-Door Car,Medsize
IA,No,Extended,College,Employed,F,Rural,Married,0,2,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Rural,Single,0,9,Personal Auto,Personal L3,Scratch/Dent,Branch,SUV,Medsize
IA,No,Extended,Bachelor,Employed,F,Rural,Married,1,5,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Medsize
KS,No,Premium,Master,Medical Leave,F,Urban,Married,0,2,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Medsize
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Married,0,2,Corporate Auto,Corporate L3,Collision,Branch,Two-Door Car,Medsize
MO,Yes,Extended,High School or Below,Retired,F,Suburban,Married,0,1,Corporate Auto,Corporate L2,Hail,Agent,Four-Door Car,Large
MO,No,Basic,College,Employed,F,Suburban,Married,0,1,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Unemployed,F,Suburban,Single,0,8,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
IA,No,Basic,College,Employed,F,Urban,Married,0,9,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
IA,No,Basic,College,Unemployed,M,Rural,Married,0,1,Corporate Auto,Corporate L1,Hail,Agent,Four-Door Car,Medsize
IA,No,Extended,High School or Below,Employed,M,Suburban,Married,0,3,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
NE,No,Basic,College,Employed,M,Suburban,Married,4,1,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
MO,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,1,2,Corporate Auto,Corporate L2,Hail,Call Center,SUV,Medsize
MO,No,Premium,Bachelor,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
IA,No,Extended,Bachelor,Employed,F,Urban,Married,1,7,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
IA,Yes,Basic,Bachelor,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
IA,Yes,Premium,High School or Below,Employed,M,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
NE,Yes,Extended,Bachelor,Employed,F,Urban,Divorced,0,2,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
OK,No,Basic,Bachelor,Employed,F,Rural,Married,0,2,Personal Auto,Personal L3,Collision,Agent,Sports Car,Large
IA,No,Extended,High School or Below,Employed,F,Urban,Married,0,1,Personal Auto,Personal L2,Other,Agent,Two-Door Car,Medsize
MO,No,Basic,College,Medical Leave,F,Suburban,Married,0,4,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Premium,Bachelor,Unemployed,M,Suburban,Single,0,1,Corporate Auto,Corporate L2,Other,Web,SUV,Medsize
IA,No,Basic,College,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Other,Agent,Four-Door Car,Medsize
KS,No,Extended,High School or Below,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Other,Agent,Sports Car,Medsize
MO,No,Premium,College,Employed,M,Suburban,Single,0,6,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
NE,No,Basic,Bachelor,Medical Leave,M,Suburban,Married,0,1,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,M,Rural,Single,0,2,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
KS,No,Extended,Bachelor,Employed,M,Rural,Divorced,0,2,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
NE,No,Basic,Bachelor,Employed,M,Suburban,Single,0,2,Personal Auto,Personal L1,Scratch/Dent,Call Center,Four-Door Car,Medsize
NE,No,Basic,Bachelor,Employed,M,Suburban,Divorced,0,3,Personal Auto,Personal L3,Scratch/Dent,Branch,Sports Car,Large
IA,No,Basic,College,Employed,M,Suburban,Married,1,2,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Suburban,Married,0,3,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
MO,No,Basic,Bachelor,Employed,F,Rural,Married,0,2,Personal Auto,Personal L2,Scratch/Dent,Web,Two-Door Car,Medsize
IA,No,Basic,College,Employed,F,Suburban,Married,4,2,Special Auto,Special L1,Hail,Agent,SUV,Medsize
NE,No,Basic,College,Employed,F,Rural,Divorced,0,2,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
MO,Yes,Premium,Bachelor,Retired,F,Suburban,Married,0,1,Personal Auto,Personal L1,Collision,Agent,Luxury SUV,Medsize
NE,No,Basic,Bachelor,Employed,F,Suburban,Married,0,3,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Rural,Married,3,7,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
OK,No,Extended,High School or Below,Retired,M,Suburban,Married,1,2,Personal Auto,Personal L2,Collision,Branch,Two-Door Car,Small
MO,Yes,Premium,College,Employed,M,Suburban,Married,0,2,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
KS,No,Extended,College,Retired,F,Suburban,Married,0,2,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
MO,No,Basic,College,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
MO,Yes,Basic,High School or Below,Employed,F,Rural,Single,0,1,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,F,Suburban,Married,3,2,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
MO,Yes,Basic,College,Unemployed,F,Suburban,Married,0,3,Corporate Auto,Corporate L3,Collision,Agent,SUV,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,1,2,Special Auto,Special L3,Other,Web,Four-Door Car,Medsize
IA,No,Basic,College,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Rural,Divorced,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,Two-Door Car,Large
NE,No,Basic,Master,Employed,F,Urban,Married,2,2,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
KS,No,Basic,Bachelor,Employed,F,Rural,Divorced,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
IA,Yes,Basic,College,Unemployed,F,Suburban,Single,3,2,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Large
IA,No,Basic,College,Employed,F,Urban,Married,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
MO,Yes,Basic,Bachelor,Employed,F,Rural,Single,0,1,Special Auto,Special L2,Hail,Web,Four-Door Car,Medsize
NE,No,Extended,Doctor,Employed,M,Rural,Single,1,1,Personal Auto,Personal L2,Other,Call Center,Four-Door Car,Medsize
MO,No,Basic,Master,Employed,M,Urban,Divorced,0,2,Personal Auto,Personal L1,Scratch/Dent,Call Center,SUV,Medsize
MO,No,Premium,College,Unemployed,M,Suburban,Divorced,0,5,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
OK,No,Extended,High School or Below,Employed,F,Suburban,Married,0,3,Personal Auto,Personal L3,Scratch/Dent,Web,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Suburban,Married,0,2,Corporate Auto,Corporate L2,Collision,Call Center,Four-Door Car,Small
OK,No,Premium,Doctor,Employed,F,Rural,Married,2,9,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Medsize
MO,No,Basic,Master,Employed,F,Urban,Single,0,4,Corporate Auto,Corporate L2,Scratch/Dent,Agent,SUV,Medsize
MO,No,Basic,College,Employed,M,Rural,Married,0,1,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
NE,No,Basic,Master,Employed,M,Suburban,Married,0,2,Personal Auto,Personal L2,Collision,Branch,SUV,Medsize
IA,No,Extended,College,Employed,F,Rural,Married,0,2,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Large
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,9,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
IA,No,Basic,College,Employed,M,Suburban,Married,1,1,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
MO,No,Extended,College,Unemployed,M,Suburban,Single,3,5,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
MO,Yes,Extended,Doctor,Employed,M,Rural,Divorced,0,1,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,Master,Employed,F,Urban,Married,1,3,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
NE,Yes,Extended,Bachelor,Unemployed,F,Suburban,Divorced,0,2,Personal Auto,Personal L3,Collision,Call Center,SUV,Medsize
IA,Yes,Basic,College,Employed,F,Rural,Single,0,1,Personal Auto,Personal L2,Hail,Agent,Two-Door Car,Medsize
NE,No,Extended,Bachelor,Employed,M,Rural,Married,0,1,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
KS,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,4,1,Special Auto,Special L3,Collision,Agent,SUV,Large
NE,No,Basic,Bachelor,Employed,M,Rural,Single,0,1,Personal Auto,Personal L3,Collision,Call Center,Sports Car,Medsize
IA,No,Extended,College,Unemployed,M,Suburban,Married,0,2,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,M,Suburban,Married,0,8,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Large
NE,No,Basic,High School or Below,Employed,F,Rural,Single,0,4,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
KS,No,Basic,Doctor,Employed,F,Rural,Married,0,1,Corporate Auto,Corporate L3,Other,Branch,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Rural,Married,1,2,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Urban,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Web,SUV,Medsize
NE,Yes,Basic,Bachelor,Employed,M,Rural,Married,0,2,Special Auto,Special L3,Scratch/Dent,Agent,Four-Door Car,Medsize
KS,No,Basic,High School or Below,Employed,M,Suburban,Married,2,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,F,Suburban,Married,5,3,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Small
IA,No,Extended,Doctor,Employed,M,Rural,Married,0,4,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
MO,No,Extended,College,Medical Leave,M,Suburban,Married,0,2,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Large
NE,Yes,Extended,High School or Below,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Small
NE,No,Extended,High School or Below,Unemployed,F,Suburban,Single,0,4,Corporate Auto,Corporate L2,Scratch/Dent,Agent,Four-Door Car,Medsize
KS,No,Extended,High School or Below,Employed,M,Urban,Married,0,2,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
NE,Yes,Premium,High School or Below,Employed,F,Rural,Married,0,2,Special Auto,Special L1,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,M,Suburban,Married,1,8,Corporate Auto,Corporate L3,Collision,Branch,SUV,Medsize
NE,No,Basic,Bachelor,Employed,F,Rural,Divorced,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
IA,No,Premium,College,Employed,F,Suburban,Divorced,0,1,Personal Auto,Personal L3,Hail,Agent,Luxury Car,Large
IA,No,Basic,High School or Below,Employed,F,Rural,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Married,0,3,Special Auto,Special L3,Other,Web,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Urban,Married,0,8,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,0,6,Corporate Auto,Corporate L1,Scratch/Dent,Branch,Four-Door Car,Small
IA,No,Basic,Bachelor,Disabled,F,Suburban,Married,0,1,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Large
NE,No,Basic,College,Unemployed,F,Suburban,Single,0,7,Special Auto,Special L2,Collision,Call Center,Luxury Car,Medsize
NE,No,Basic,Bachelor,Employed,M,Rural,Single,0,1,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
IA,No,Extended,Bachelor,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
IA,No,Extended,College,Unemployed,F,Suburban,Married,0,4,Personal Auto,Personal L3,Collision,Agent,SUV,Small
OK,No,Basic,Doctor,Unemployed,F,Suburban,Married,0,7,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Small
MO,No,Basic,College,Employed,M,Urban,Married,3,4,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
IA,Yes,Extended,Bachelor,Employed,F,Suburban,Married,0,2,Corporate Auto,Corporate L3,Hail,Call Center,Two-Door Car,Medsize
MO,No,Basic,Master,Employed,F,Rural,Divorced,1,2,Personal Auto,Personal L3,Collision,Web,Two-Door Car,Medsize
MO,No,Extended,Bachelor,Employed,M,Rural,Divorced,0,1,Corporate Auto,Corporate L2,Other,Branch,Two-Door Car,Medsize
NE,No,Basic,College,Unemployed,M,Suburban,Married,0,8,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,3,Corporate Auto,Corporate L2,Hail,Branch,Two-Door Car,Medsize
IA,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,0,1,Special Auto,Special L1,Hail,Web,SUV,Medsize
IA,No,Extended,Doctor,Unemployed,M,Suburban,Married,0,1,Corporate Auto,Corporate L3,Collision,Branch,SUV,Medsize
MO,No,Basic,College,Employed,F,Suburban,Married,1,1,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Small
NE,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,7,Personal Auto,Personal L1,Hail,Call Center,SUV,Medsize
OK,No,Basic,College,Employed,F,Urban,Married,0,1,Corporate Auto,Corporate L3,Hail,Call Center,SUV,Small
NE,No,Basic,Bachelor,Employed,M,Suburban,Divorced,0,2,Personal Auto,Personal L2,Collision,Call Center,Sports Car,Small
IA,Yes,Basic,High School or Below,Employed,F,Suburban,Single,0,3,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Medsize
MO,No,Premium,High School or Below,Employed,F,Rural,Divorced,0,3,Personal Auto,Personal L2,Scratch/Dent,Branch,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,M,Suburban,Married,0,2,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Small
NE,No,Basic,College,Employed,M,Suburban,Single,0,3,Personal Auto,Personal L2,Other,Call Center,Four-Door Car,Medsize
MO,Yes,Extended,College,Employed,F,Rural,Married,0,5,Corporate Auto,Corporate L2,Hail,Call Center,Two-Door Car,Small
MO,No,Extended,Bachelor,Disabled,F,Suburban,Single,0,7,Special Auto,Special L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Retired,M,Suburban,Single,0,2,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
MO,No,Extended,Bachelor,Employed,M,Suburban,Married,1,1,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,College,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,Two-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Divorced,0,2,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
KS,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,0,1,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
MO,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,1,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L1,Hail,Call Center,SUV,Medsize
OK,No,Basic,High School or Below,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Employed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
IA,No,Premium,College,Unemployed,F,Suburban,Single,0,9,Personal Auto,Personal L3,Collision,Call Center,SUV,Medsize
MO,No,Basic,High School or Below,Employed,F,Urban,Married,0,6,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Large
IA,No,Basic,High School or Below,Employed,M,Suburban,Divorced,0,3,Corporate Auto,Corporate L2,Other,Call Center,SUV,Large
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Single,2,9,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L1,Other,Call Center,Luxury SUV,Medsize
MO,No,Extended,Bachelor,Unemployed,F,Suburban,Married,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
KS,No,Premium,Bachelor,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Other,Agent,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,2,2,Personal Auto,Personal L3,Collision,Agent,SUV,Small
MO,No,Premium,College,Employed,F,Suburban,Married,0,9,Personal Auto,Personal L2,Hail,Agent,Two-Door Car,Medsize
NE,No,Extended,Bachelor,Employed,M,Suburban,Married,0,6,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
IA,No,Basic,Doctor,Employed,F,Rural,Single,0,1,Corporate Auto,Corporate L2,Collision,Branch,Two-Door Car,Medsize
IA,No,Basic,College,Employed,F,Urban,Married,0,2,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
MO,Yes,Basic,College,Medical Leave,M,Suburban,Married,0,3,Corporate Auto,Corporate L2,Collision,Branch,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Employed,F,Suburban,Divorced,0,7,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
KS,No,Extended,Bachelor,Employed,M,Rural,Married,1,4,Personal Auto,Personal L3,Other,Agent,Two-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,F,Rural,Single,0,1,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
IA,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
NE,No,Basic,College,Employed,F,Urban,Married,0,2,Personal Auto,Personal L2,Scratch/Dent,Web,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,7,Personal Auto,Personal L1,Collision,Web,SUV,Medsize
NE,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,3,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Employed,M,Suburban,Married,0,1,Corporate Auto,Corporate L3,Collision,Call Center,Sports Car,Small
IA,Yes,Premium,Bachelor,Retired,F,Suburban,Married,0,1,Personal Auto,Personal L3,Collision,Agent,Luxury SUV,Medsize
MO,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,0,1,Personal Auto,Personal L3,Other,Branch,SUV,Medsize
KS,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
NE,No,Extended,College,Employed,M,Urban,Married,1,1,Personal Auto,Personal L1,Collision,Branch,Sports Car,Medsize
NE,No,Basic,High School or Below,Employed,M,Suburban,Married,2,1,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,8,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
IA,Yes,Basic,Bachelor,Employed,M,Suburban,Divorced,0,2,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Small
IA,No,Extended,Bachelor,Employed,F,Rural,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
IA,Yes,Extended,College,Employed,F,Suburban,Married,1,2,Corporate Auto,Corporate L2,Collision,Branch,Luxury Car,Small
KS,No,Extended,College,Employed,M,Urban,Single,0,5,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,M,Rural,Single,0,1,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
